id0,id1,id2,school_state,resource_type,poverty_level,total_donations,date_posted
"""08ae52f9f0ec41c871f2cc9c764c1087""","""84fd42b69d0db5710f09905939b366fe""","""5e4af81adba8db885dc6879c34cd5a57""","""NY""","""Technology""","""moderate poverty""","""54.00""","""2002-09-19 00:00:00"""
"""cb1178103d0cc7534de2ab565df3308d""","""8860560acb3b3344b0c542a2405c2a41""","""ba54e9bfc11ea8b99c6b6517e3121101""","""NY""","""Books""","""highest poverty""","""1162.00""","""2002-09-19 00:00:00"""
"""0a5c1ae0fa84f429e4d9ced094c8da9a""","""658d734ecda2565fc33ab7f1e8da7435""","""e292eb8cc227208fe22952bdbaa27963""","""NY""","""Trips""","""highest poverty""","""120.00""","""2002-09-19 00:00:00"""
"""cbe2825a0a235c536d6bd2670758bda0""","""1aacfb91eb392114236f0c38fa44f27b""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Books""","""highest poverty""","""812.00""","""2002-09-19 00:00:00"""
"""0ccf7ea48105794c395ab3c7a69138ad""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""","""NY""","""Books""","""highest poverty""","""460.00""","""2002-09-19 00:00:00"""
"""cd41f7de2a4b86ca067fa21ebe9db1c9""","""45e1452f59984df7a9325fee0ae9f89e""","""989ada03d8e37eb0172b0ff23a1b2d91""","""NY""","""Other""","""highest poverty""","""0.00""","""2002-09-19 00:00:00"""
"""0dbaa7ed43f30640d99a1d95b7696a64""","""1aacfb91eb392114236f0c38fa44f27b""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Supplies""","""highest poverty""","""273.00""","""2002-09-19 00:00:00"""
"""ce26493c4d9ed4004b73fe6c97be3651""","""1aacfb91eb392114236f0c38fa44f27b""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Books""","""highest poverty""","""253.00""","""2002-09-19 00:00:00"""
"""12561c981438681dad3c88c6b3135543""","""c7d000a93e3bd97624df1c420533a713""","""5e4af81adba8db885dc6879c34cd5a57""","""NY""","""Technology""","""moderate poverty""","""1031.08""","""2002-09-19 00:00:00"""
"""d11078ae3c97d7da47b19b22d39d8d33""","""2b6e71f317239196729820f00b90bbac""","""39ddbff0638271cd2eb7793af1c91237""","""NY""","""Supplies""","""highest poverty""","""54.00""","""2002-09-19 00:00:00"""
"""128e8542986bf571d509a1cd46cba1e9""","""1f4493b3d3fe4a611f3f4d21a249376a""","""1ae4695be589a36816188e2b301a0395""","""NY""","""Books""","""highest poverty""","""1610.00""","""2002-09-19 00:00:00"""
"""d3b401eb09fc7ee4efdbfa87986b4f30""","""b82e7411d87409afb2fc39a6174157c6""","""39ddbff0638271cd2eb7793af1c91237""","""NY""","""Books""","""highest poverty""","""454.00""","""2002-09-19 00:00:00"""
"""15f6fbbd115083517aa54b82e80a13c4""","""df8cde3ab0432f4c62fb7cdf096362eb""","""1615e71d5ed5e1f2dd4856b2668e35a3""","""NY""","""Supplies""","""highest poverty""","""76.00""","""2002-09-19 00:00:00"""
"""d41ddc9f4fb989243b6d229788a67594""","""8f8cdb340d839d9b104b046b4973a8ee""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Supplies""","""highest poverty""","""68.00""","""2002-09-19 00:00:00"""
"""1b2f72a56a5beeaa0da1a5ae728e9f1d""","""0c2d4535f03991165dc72092840d672b""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Books""","""highest poverty""","""475.00""","""2002-09-19 00:00:00"""
"""d79e1adfab4bb6b2016a31ec95b34af1""","""2cf067a7ce8c794df16683911a044042""","""b5999531e0c1bb628ace29f3bd892e7c""","""NY""","""Supplies""","""highest poverty""","""200.00""","""2002-09-19 00:00:00"""
"""1c2365b548423cd64574e6e6da28913d""","""1d4d8a42730dbb66af1ebb6ab37456b7""","""768dab263f87881fe7c68ffb3965df7c""","""NY""","""Supplies""","""highest poverty""","""93.00""","""2002-09-19 00:00:00"""
"""ddfa5159f798496253ae59118da555e3""","""0c2d4535f03991165dc72092840d672b""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Supplies""","""highest poverty""","""227.00""","""2002-09-19 00:00:00"""
"""1ce8ffb2d1543641e710d2294fd71ed5""","""12f612bc3919b270b0b4b89b6b6c909b""","""02f5dc94c4384eab7b4448003559070b""","""NY""","""Books""","""high poverty""","""444.00""","""2002-09-19 00:00:00"""
"""decbc1a3bcd8cedf21af389569c566d4""","""ed55d66251be5810b38e1b2505b7673d""","""923a1f4850d4e09ad5b8d015ae988505""","""NY""","""Other""","""highest poverty""","""292.00""","""2002-09-19 00:00:00"""
"""1d5ae20cbeeb9d4496cea2c6a98f00c3""","""00268bcb3aee56eb35397e856efb3be4""","""906db3b4864f6502bea0392909d27afe""","""NY""","""Books""","""highest poverty""","""286.00""","""2002-09-19 00:00:00"""
"""e21f5d41589d4a56dc1648e678747c43""","""eb9cfeb739bdef4c9a857dc6a4e378ff""","""1ae4695be589a36816188e2b301a0395""","""NY""","""Trips""","""highest poverty""","""2240.00""","""2002-09-19 00:00:00"""
"""1d7de428b9c8914f912fda5aa439d438""","""6ace63f88c1e30fa52e57a6ea1999ecd""","""6f0382325857ae3469d04800c470c509""","""NY""","""Supplies""","""low poverty""","""49.00""","""2002-09-19 00:00:00"""
"""e2c23acea56c80d3de132661d41cbafe""","""142a6992d71f369493627cf1a2d67b13""","""03fce79ede6bf1789be29c2fac1e9606""","""NY""","""Books""","""highest poverty""","""118.00""","""2002-09-19 00:00:00"""
"""29b2afd6d4b17dcd5b8ee025ad44eb4c""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""","""NY""","""Other""","""highest poverty""","""0.00""","""2002-09-19 00:00:00"""
"""e67cecdab63f131804e4699dfeca1b6f""","""696c8458f451fc8fbc4c7e470a03f4d4""","""3706b4dd4d68da21df7015cba19dbc02""","""NY""","""Supplies""","""highest poverty""","""970.00""","""2002-09-19 00:00:00"""
"""2e0eb3f25db079ce9d27c26f9a43f35b""","""0c2d4535f03991165dc72092840d672b""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Technology""","""highest poverty""","""367.00""","""2002-09-19 00:00:00"""
"""e8ae1d7901badbae3b369c36f8ef50e0""","""4d04e446087a74ff95e261d29e86e10b""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Supplies""","""highest poverty""","""1505.00""","""2002-09-19 00:00:00"""
"""3453812d1037fe56c02ce096f6f1be63""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""","""NY""","""Supplies""","""highest poverty""","""400.00""","""2002-09-19 00:00:00"""
"""e8c3f04d4f0328ae284c8799c4f6e8b8""","""55c29624cdb74469ff2e3db06eaa10a1""","""6f0382325857ae3469d04800c470c509""","""NY""","""Supplies""","""low poverty""","""1670.00""","""2002-09-19 00:00:00"""
"""39954c268478cdf9c609a907f9e841f7""","""1d4d8a42730dbb66af1ebb6ab37456b7""","""768dab263f87881fe7c68ffb3965df7c""","""NY""","""Supplies""","""highest poverty""","""395.00""","""2002-09-19 00:00:00"""
"""e961ec76d4c671e5fc4ee964ea35a6d8""","""1d4d8a42730dbb66af1ebb6ab37456b7""","""768dab263f87881fe7c68ffb3965df7c""","""NY""","""Supplies""","""highest poverty""","""234.00""","""2002-09-19 00:00:00"""
"""3e0600b7d69834b1a67235a64a57ce28""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""","""NY""","""Technology""","""highest poverty""","""390.00""","""2002-09-19 00:00:00"""
"""ea1e770cccd2e771b37cefed37783415""","""55c29624cdb74469ff2e3db06eaa10a1""","""6f0382325857ae3469d04800c470c509""","""NY""","""Supplies""","""low poverty""","""321.00""","""2002-09-19 00:00:00"""
"""3f02de31ad0ac6dbd30150d414aaea59""","""672bfbc2e05e5818b22398b4fd1ce9e7""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Supplies""","""highest poverty""","""785.00""","""2002-09-19 00:00:00"""
"""ea8d84db1172dcac484bbca8bb527c7d""","""1aacfb91eb392114236f0c38fa44f27b""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Other""","""highest poverty""","""468.00""","""2002-09-19 00:00:00"""
"""4297e8117d4a5e183cba1d09fecf414b""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""","""NY""","""Technology""","""highest poverty""","""385.00""","""2002-09-19 00:00:00"""
"""eeee2fee593ae7d9a8146a1a3d052f4b""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""","""NY""","""Supplies""","""highest poverty""","""265.00""","""2002-09-19 00:00:00"""
"""434494c4e3f85a7da7a3c65f05cae321""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""","""NY""","""Supplies""","""highest poverty""","""414.00""","""2002-09-19 00:00:00"""
"""f0eb60ae4ea736a6c462d5854e322926""","""ded4b1235dbdaedeb157c38621fcebdc""","""8c9ab8c021074381647582e111507219""","""NY""","""Supplies""","""low poverty""","""1000.00""","""2002-09-19 00:00:00"""
"""455ddac572748c1ecf50bae3e16bcc46""","""367b88e62aa3f83ad773008b7a1bee70""","""3b42633237dca17709086288987e1cb4""","""NY""","""Technology""","""highest poverty""","""305.00""","""2002-09-19 00:00:00"""
"""f3375c6eb2b009e585e383e8cc7fb9df""","""b376a777ea77e924ae6e85cc2f4873f0""","""09a61be258ad61b1fd873ad0a2d1e541""","""NY""","""Books""","""highest poverty""","""2362.00""","""2002-09-19 00:00:00"""
"""474fd9906d037300bed3b369c28ecd09""","""5c43ef5eac0f5857c266baa1ccfa3d3f""","""9e72d6f2f1e9367b578b6479aa5852b7""","""NY""","""Technology""","""highest poverty""","""263.00""","""2002-09-19 00:00:00"""
"""f6070f5d7d293ed38cbaebb78c12a8aa""","""31367152c3ea88bfdf8a97848be8bd07""","""1bd8ff354157f9515669342576e6b8e5""","""NY""","""Supplies""","""highest poverty""","""274.00""","""2002-09-19 00:00:00"""
"""4d448db9634a09f9e81ef1fe72138c39""","""8860560acb3b3344b0c542a2405c2a41""","""ba54e9bfc11ea8b99c6b6517e3121101""","""NY""","""Technology""","""highest poverty""","""648.00""","""2002-09-19 00:00:00"""
"""f632ab2c5bb5f2f397abebdb4b3b9ad6""","""1aacfb91eb392114236f0c38fa44f27b""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Technology""","""highest poverty""","""430.00""","""2002-09-19 00:00:00"""
"""4e6b011d901265bc2dc4e982022e102d""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""","""NY""","""Books""","""highest poverty""","""727.00""","""2002-09-19 00:00:00"""
"""f6d06a871118af229ed9af7232b6c447""","""e3751e935d13de6b37864194955d1548""","""aab7207b58c29df564e721b9bff5f4d9""","""NY""","""Books""","""highest poverty""","""99.00""","""2002-09-19 00:00:00"""
"""4eaaaf487b41ac7fddd3d66bef7641c7""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""","""NY""","""Technology""","""highest poverty""","""375.00""","""2002-09-19 00:00:00"""
"""f704f28fa69ee8f189d09c3342fe1bc3""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""","""NY""","""Books""","""highest poverty""","""460.00""","""2002-09-19 00:00:00"""
"""50deabcbab7380eae8911e172793b2d4""","""7b65059ec368410e6399d3f13259f6fb""","""cbd3684d1d7d2a347b6acb668c0d06b1""","""NY""","""Supplies""","""highest poverty""","""9.00""","""2002-09-19 00:00:00"""
"""f9065c14b96ae492fb62924acb115521""","""d04fe28078bb087996351d7a6d0c20d1""","""39ddbff0638271cd2eb7793af1c91237""","""NY""","""Other""","""highest poverty""","""250.00""","""2002-09-19 00:00:00"""
"""518fb1907db55505b596a8398102c5bf""","""9c214c58003f1d4c82261404b8bbfcf5""","""5a9ef14b90dbae7cc682dfdea85977e1""","""NY""","""Supplies""","""highest poverty""","""110.00""","""2002-09-19 00:00:00"""
"""53a4c3e090eddb4c3998225605dee28a""","""cde555e62f2f2106025e6b9dddab6de6""","""753da3d93696fdaa9f6834400cd50390""","""NY""","""Books""","""highest poverty""","""2100.00""","""2002-09-19 00:00:00"""
"""56268cccb45e1919dd6380babc7cbc24""","""4b0936ebaa7663db18fa0acebbb57d61""","""60c6dfd6e80550a641188c4c8ab72f03""","""NY""","""Books""","""highest poverty""","""510.00""","""2002-09-19 00:00:00"""
"""56b5114f3bb47c247cb04e37f5394a7d""","""8ba8ae16f794598307095df5b5c67ce0""","""53e668061469bd44c45453aef8d88fdd""","""NY""","""Supplies""","""low poverty""","""415.00""","""2002-09-19 00:00:00"""
"""5d00002a53d4c96567c614c0a90bef4c""","""672bfbc2e05e5818b22398b4fd1ce9e7""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Supplies""","""highest poverty""","""1610.00""","""2002-09-19 00:00:00"""
"""5e80a5c986ab87e30fe765ee8e14a87d""","""245df54227bf7883bcfa5d660e69eff6""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Supplies""","""highest poverty""","""246.00""","""2002-09-19 00:00:00"""
"""5f67686fed9f2e1ac83c6ffc95006444""","""0ecb3b20851102bf9aac6c3143920dea""","""7ead962f287a98571811204a0e1c9e42""","""NY""","""Books""","""highest poverty""","""1419.00""","""2002-09-19 00:00:00"""
"""622d07c95c655f56277030c1dfc70696""","""ac3d575cd2d7a58063677162afd90f7d""","""5f4bef33b0e38aaaeb322025e8da42cf""","""NY""","""Technology""","""highest poverty""","""238.00""","""2002-09-19 00:00:00"""
"""63eaeb3338e991c4fe012bff4e76b54f""","""6ace63f88c1e30fa52e57a6ea1999ecd""","""6f0382325857ae3469d04800c470c509""","""NY""","""Technology""","""low poverty""","""425.00""","""2002-09-19 00:00:00"""
"""679bea256c1c7a378d6e074b0de135af""","""5c43ef5eac0f5857c266baa1ccfa3d3f""","""9e72d6f2f1e9367b578b6479aa5852b7""","""NY""","""Other""","""highest poverty""","""9.00""","""2002-09-19 00:00:00"""
"""67b4ca5b741b319cdd1b752a60c1b2da""","""14ffb3fe71cbb37d2506435b92283670""","""9d9c5218ac1e984a706b4cf49e8a674d""","""NY""","""Supplies""","""highest poverty""","""255.00""","""2002-09-19 00:00:00"""
"""67cf959b82d28b61c0a0a0e375684747""","""e867b96a06184afd6fcbafece08480d4""","""655fbc26823227a94a5d50fa4dc2c243""","""NY""","""Supplies""","""high poverty""","""95.00""","""2002-09-19 00:00:00"""
"""6a2997ebac146dda5103796ddedb23ca""","""fa948a50addaac12ad9be40d68d5eccb""","""5307fce11b85e6ca6618448b1a3a075d""","""NY""","""Supplies""","""highest poverty""","""294.00""","""2002-09-19 00:00:00"""
"""6bdb5dfb1877236c10b4e1757935a9a7""","""9f1abbf9aa503997c046d6879fdd63ae""","""923a1f4850d4e09ad5b8d015ae988505""","""NY""","""Technology""","""highest poverty""","""1080.00""","""2002-09-19 00:00:00"""
"""6d63ed299af4105930157e024852f457""","""84fd42b69d0db5710f09905939b366fe""","""5e4af81adba8db885dc6879c34cd5a57""","""NY""","""Supplies""","""moderate poverty""","""385.00""","""2002-09-19 00:00:00"""
"""7176ccd5fbe458ee4b84731e78877161""","""672bfbc2e05e5818b22398b4fd1ce9e7""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Supplies""","""highest poverty""","""934.00""","""2002-09-19 00:00:00"""
"""722b40d170544c2ac39a7031ddd529c0""","""56daf4afddca389329040bf066d4c1d3""","""563b911be760a839557ea1ea4c8adab3""","""NY""","""Technology""","""highest poverty""","""920.00""","""2002-09-19 00:00:00"""
"""74de37e5a09099b1601270e88909ec5f""","""0c2d4535f03991165dc72092840d672b""","""cabcc3ed826056c3969a8a99c5aeeaf6""","""NY""","""Supplies""","""highest poverty""","""258.00""","""2002-09-19 00:00:00"""
"""78b724350aaece294a366f05b1b41499""","""225a1f3aced7d0a5642c494825234675""","""ffddd21ed1d58586b1f50bcedbd47750""","""NY""","""Technology""","""highest poverty""","""760.00""","""2002-09-19 00:00:00"""
"""78f0a1a42580973bb5a50d4c5279b3a6""","""55c29624cdb74469ff2e3db06eaa10a1""","""6f0382325857ae3469d04800c470c509""","""NY""","""Technology""","""low poverty""","""644.00""","""2002-09-19 00:00:00"""
"""867acebf5d6a364556dc763bb3b891cb""","""21a5742d5e6196ed64fae769c25c93ba""","""04f3cfd15642f95e296751a568089a9a""","""NY""","""Supplies""","""highest poverty""","""140.00""","""2002-09-19 00:00:00"""
"""8745c090f8856273799f5361d70b8b40""","""df8cde3ab0432f4c62fb7cdf096362eb""","""1615e71d5ed5e1f2dd4856b2668e35a3""","""NY""","""Supplies""","""highest poverty""","""230.00""","""2002-09-19 00:00:00"""
"""8a895ea9a4eb127999dad0f4bfbf9151""","""55c29624cdb74469ff2e3db06eaa10a1""","""6f0382325857ae3469d04800c470c509""","""NY""","""Supplies""","""low poverty""","""448.00""","""2002-09-19 00:00:00"""
"""8d9a036d6256b8cc672f6a7bb42d5967""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""","""NY""","""Books""","""highest poverty""","""437.00""","""2002-09-19 00:00:00"""
"""8e6679e7dcb3880e8a4b7ca9e2145a51""","""696c8458f451fc8fbc4c7e470a03f4d4""","""3706b4dd4d68da21df7015cba19dbc02""","""NY""","""Supplies""","""highest poverty""","""445.00""","""2002-09-19 00:00:00"""
"""92103b6feccac6149f0a47371bbfcc6c""","""1a5ade3f923ab4de958755655b4a7e9b""","""906db3b4864f6502bea0392909d27afe""","""NY""","""Supplies""","""highest poverty""","""615.00""","""2002-09-19 00:00:00"""
